         16         20         24         28         46         50         54         58
         17         21         25         29         47         51         55         59         25
         18         22         26         30         48         52         56         60         26
          1          4          7         10         13         16         19         22         27
          3          6          9         12         15         18         21         24
         19         23         27         31         49         53         57         61         62
